date,season,year,month,days,workingday,weather,temperature,atemp,humidity,windspeed,casual,registered,count,kelembapan
2011-12-21,Spring,2011,December,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.6,21.4,85.8,14.8,107,2553,2660,Too Dry
2011-12-22,Spring,2011,December,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.4,21.3,75.8,3.2,227,2841,3068,Too Dry
2011-12-23,Spring,2011,December,Saturday,Working Day,Clear / Partly cloudy,15.3,18.9,68.6,18.4,163,2046,2209,Too Dry
2011-12-24,Spring,2011,December,Sunday,Weekend / Holiday,Clear / Partly cloudy,12.4,15.0,54.2,12.8,155,856,1011,Normal
2011-12-25,Spring,2011,December,Monday,Weekend / Holiday,Clear / Partly cloudy,11.3,14.0,68.1,10.4,303,451,754,Too Dry
2011-12-26,Spring,2011,December,Tuesday,Weekend / Holiday,Clear / Partly cloudy,13.2,15.8,50.7,16.0,430,887,1317,Normal
2011-12-27,Spring,2011,December,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.3,16.4,76.2,12.6,103,1059,1162,Too Dry
2011-12-28,Spring,2011,December,Thursday,Working Day,Clear / Partly cloudy,12.3,14.0,50.4,19.7,255,2047,2302,Normal
2011-12-29,Spring,2011,December,Friday,Working Day,Clear / Partly cloudy,10.2,13.2,57.4,8.0,254,2169,2423,Normal
2011-12-30,Spring,2011,December,Saturday,Working Day,Clear / Partly cloudy,12.8,15.9,63.7,9.0,491,2508,2999,Normal
2011-12-31,Spring,2011,December,Sunday,Weekend / Holiday,Clear / Partly cloudy,16.8,20.7,61.6,14.8,665,1820,2485,Normal
2012-01-01,Spring,2012,January,Monday,Weekend / Holiday,Clear / Partly cloudy,15.2,18.8,69.2,12.9,686,1608,2294,Too Dry
2012-01-02,Spring,2012,January,Tuesday,Weekend / Holiday,Clear / Partly cloudy,11.2,12.6,38.1,22.1,244,1707,1951,Too Humid
2012-01-03,Spring,2012,January,Wednesday,Working Day,Clear / Partly cloudy,6.1,6.3,44.1,24.5,89,2147,2236,Too Humid
2012-01-04,Spring,2012,January,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.4,6.0,41.5,12.4,95,2273,2368,Too Humid
2012-01-05,Spring,2012,January,Friday,Working Day,Clear / Partly cloudy,10.9,13.9,52.4,8.7,140,3132,3272,Normal
2012-01-06,Spring,2012,January,Saturday,Working Day,Clear / Partly cloudy,13.7,17.0,54.2,11.2,307,3791,4098,Normal
2012-01-07,Spring,2012,January,Sunday,Weekend / Holiday,Clear / Partly cloudy,16.1,19.5,53.2,11.7,1070,3451,4521,Normal
2012-01-08,Spring,2012,January,Monday,Weekend / Holiday,Clear / Partly cloudy,13.8,17.0,46.5,12.8,599,2826,3425,Normal
2012-01-09,Spring,2012,January,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.2,12.4,70.2,6.6,106,2270,2376,Too Dry
2012-01-10,Spring,2012,January,Wednesday,Working Day,Clear / Partly cloudy,12.7,15.9,64.7,12.6,173,3425,3598,Normal
2012-01-11,Spring,2012,January,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.2,14.1,84.8,8.8,92,2085,2177,Too Dry
2012-01-12,Spring,2012,January,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.7,19.1,80.3,12.1,269,3828,4097,Too Dry
2012-01-13,Spring,2012,January,Saturday,Working Day,Clear / Partly cloudy,11.2,12.5,50.7,25.3,174,3040,3214,Normal
2012-01-14,Spring,2012,January,Sunday,Weekend / Holiday,Clear / Partly cloudy,7.4,9.2,45.8,12.5,333,2160,2493,Normal
2012-01-15,Spring,2012,January,Monday,Weekend / Holiday,Clear / Partly cloudy,6.8,8.1,41.9,16.8,284,2027,2311,Too Humid
2012-01-16,Spring,2012,January,Tuesday,Weekend / Holiday,Clear / Partly cloudy,7.8,9.5,52.2,15.5,217,2081,2298,Normal
2012-01-17,Spring,2012,January,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.3,18.2,71.6,23.4,127,2808,2935,Too Dry
2012-01-18,Spring,2012,January,Thursday,Working Day,Clear / Partly cloudy,12.4,13.8,44.3,27.8,109,3267,3376,Too Humid
2012-01-19,Spring,2012,January,Friday,Working Day,Clear / Partly cloudy,7.8,9.5,49.8,14.8,130,3162,3292,Normal
2012-01-20,Spring,2012,January,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.9,11.0,45.0,13.6,115,3048,3163,Too Humid
2012-01-21,Spring,2012,January,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.1,8.7,83.1,14.9,67,1234,1301,Too Dry
2012-01-22,Spring,2012,January,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.7,8.1,79.6,13.4,196,1781,1977,Too Dry
2012-01-23,Spring,2012,January,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.0,12.2,91.1,7.4,145,2287,2432,Too Dry
2012-01-24,Spring,2012,January,Wednesday,Working Day,Clear / Partly cloudy,14.0,17.5,83.6,8.3,439,3900,4339,Too Dry
2012-01-25,Spring,2012,January,Thursday,Working Day,Clear / Partly cloudy,12.1,14.7,64.4,10.8,467,3803,4270,Normal
2012-01-26,Spring,2012,January,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.0,17.8,77.0,4.9,244,3831,4075,Too Dry
2012-01-27,Spring,2012,January,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.4,20.8,74.1,23.0,269,3187,3456,Too Dry
2012-01-28,Spring,2012,January,Sunday,Weekend / Holiday,Clear / Partly cloudy,12.9,16.3,54.3,14.1,775,3248,4023,Normal
2012-01-29,Spring,2012,January,Monday,Weekend / Holiday,Clear / Partly cloudy,11.6,13.6,31.1,16.1,558,2685,3243,Too Humid
2012-01-30,Spring,2012,January,Tuesday,Working Day,Clear / Partly cloudy,11.0,13.1,40.1,14.5,126,3498,3624,Too Humid
2012-01-31,Spring,2012,January,Wednesday,Working Day,Clear / Partly cloudy,16.0,19.1,41.7,17.5,324,4185,4509,Too Humid
2012-02-01,Spring,2012,February,Thursday,Working Day,Clear / Partly cloudy,19.2,23.3,50.8,12.7,304,4275,4579,Normal
2012-02-02,Spring,2012,February,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.4,19.9,67.3,12.5,190,3571,3761,Too Dry
2012-02-03,Spring,2012,February,Saturday,Working Day,Clear / Partly cloudy,12.8,15.5,52.7,12.0,310,3841,4151,Normal
2012-02-04,Spring,2012,February,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.8,13.6,78.0,8.2,384,2448,2832,Too Dry
2012-02-05,Spring,2012,February,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.9,13.2,68.8,11.8,318,2629,2947,Too Dry
2012-02-06,Spring,2012,February,Tuesday,Working Day,Clear / Partly cloudy,11.6,14.8,62.2,10.3,206,3578,3784,Normal
2012-02-07,Spring,2012,February,Wednesday,Working Day,Clear / Partly cloudy,14.5,18.1,49.6,9.9,199,4176,4375,Normal
2012-02-08,Spring,2012,February,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.5,13.3,72.3,9.0,109,2693,2802,Too Dry
2012-02-09,Spring,2012,February,Friday,Working Day,Clear / Partly cloudy,10.9,13.1,56.2,13.0,163,3667,3830,Normal
2012-02-10,Spring,2012,February,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.5,14.7,54.0,7.8,227,3604,3831,Normal
2012-02-11,Spring,2012,February,Sunday,Weekend / Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.2,10.5,73.1,19.4,192,1977,2169,Too Dry
2012-02-12,Spring,2012,February,Monday,Weekend / Holiday,Clear / Partly cloudy,5.2,5.1,46.5,27.4,73,1456,1529,Normal
2012-02-13,Spring,2012,February,Tuesday,Working Day,Clear / Partly cloudy,9.1,11.4,41.1,11.2,94,3328,3422,Too Humid
2012-02-14,Spring,2012,February,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.1,16.7,50.9,9.5,135,3787,3922,Normal
2012-02-15,Spring,2012,February,Thursday,Working Day,Clear / Partly cloudy,14.3,17.6,53.1,12.2,141,4028,4169,Normal
2012-02-16,Spring,2012,February,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.0,16.5,75.3,6.1,74,2931,3005,Too Dry
2012-02-17,Spring,2012,February,Saturday,Working Day,Clear / Partly cloudy,14.1,17.6,63.5,13.8,349,3805,4154,Normal
2012-02-18,Spring,2012,February,Sunday,Weekend / Holiday,Clear / Partly cloudy,14.2,17.8,53.5,12.8,1435,2883,4318,Normal
2012-02-19,Spring,2012,February,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.5,13.3,51.6,17.0,618,2071,2689,Normal
2012-02-20,Spring,2012,February,Tuesday,Weekend / Holiday,Clear / Partly cloudy,11.5,13.7,50.8,15.3,502,2627,3129,Normal
2012-02-21,Spring,2012,February,Wednesday,Working Day,Clear / Partly cloudy,11.8,14.8,59.4,13.8,163,3614,3777,Normal
2012-02-22,Spring,2012,February,Thursday,Working Day,Clear / Partly cloudy,16.2,19.6,56.8,15.7,394,4379,4773,Normal
2012-02-23,Spring,2012,February,Friday,Working Day,Clear / Partly cloudy,18.6,22.2,55.5,12.8,516,4546,5062,Normal
2012-02-24,Spring,2012,February,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.7,20.5,73.8,15.9,246,3241,3487,Too Dry
2012-02-25,Spring,2012,February,Sunday,Weekend / Holiday,Clear / Partly cloudy,11.9,12.8,39.6,28.3,317,2415,2732,Too Humid
2012-02-26,Spring,2012,February,Monday,Weekend / Holiday,Clear / Partly cloudy,11.4,13.4,41.0,13.8,515,2874,3389,Too Humid
2012-02-27,Spring,2012,February,Tuesday,Working Day,Clear / Partly cloudy,15.0,17.9,49.1,18.0,253,4069,4322,Normal
2012-02-28,Spring,2012,February,Wednesday,Working Day,Clear / Partly cloudy,14.7,17.7,39.6,13.0,229,4134,4363,Too Humid
2012-02-29,Spring,2012,February,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.1,17.4,80.5,12.0,65,1769,1834,Too Dry
2012-03-01,Spring,2012,March,Friday,Working Day,Clear / Partly cloudy,19.9,23.8,61.5,15.2,325,4665,4990,Normal
2012-03-02,Spring,2012,March,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.5,18.0,65.7,9.7,246,2948,3194,Too Dry
2012-03-03,Spring,2012,March,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.0,20.7,62.1,10.8,956,3110,4066,Normal
2012-03-04,Spring,2012,March,Monday,Weekend / Holiday,Clear / Partly cloudy,13.4,15.2,40.3,22.4,710,2713,3423,Too Humid
2012-03-05,Spring,2012,March,Tuesday,Working Day,Clear / Partly cloudy,10.0,12.1,50.6,15.3,203,3130,3333,Normal
2012-03-06,Spring,2012,March,Wednesday,Working Day,Clear / Partly cloudy,10.6,12.8,45.7,13.5,221,3735,3956,Normal
2012-03-07,Spring,2012,March,Thursday,Working Day,Clear / Partly cloudy,16.6,19.3,51.3,23.2,432,4484,4916,Normal
2012-03-08,Spring,2012,March,Friday,Working Day,Clear / Partly cloudy,21.6,26.2,56.8,29.6,486,4896,5382,Normal
2012-03-09,Spring,2012,March,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.8,19.9,40.7,27.8,447,4122,4569,Too Humid
2012-03-10,Spring,2012,March,Sunday,Weekend / Holiday,Clear / Partly cloudy,11.8,13.9,35.0,15.1,968,3150,4118,Too Humid
2012-03-11,Spring,2012,March,Monday,Weekend / Holiday,Clear / Partly cloudy,14.8,18.0,47.7,14.9,1658,3253,4911,Normal
2012-03-12,Spring,2012,March,Tuesday,Working Day,Clear / Partly cloudy,19.1,23.0,48.9,13.9,838,4460,5298,Normal
2012-03-13,Spring,2012,March,Wednesday,Working Day,Clear / Partly cloudy,23.2,27.1,61.8,15.9,762,5085,5847,Normal
2012-03-14,Spring,2012,March,Thursday,Working Day,Clear / Partly cloudy,23.5,27.4,50.7,7.7,997,5315,6312,Normal
2012-03-15,Spring,2012,March,Friday,Working Day,Clear / Partly cloudy,22.9,26.6,58.0,10.0,1005,5187,6192,Normal
2012-03-16,Spring,2012,March,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.9,21.8,84.2,7.6,548,3830,4378,Too Dry
2012-03-17,Spring,2012,March,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",21.1,25.3,75.6,7.4,3155,4681,7836,Too Dry
2012-03-18,Spring,2012,March,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",19.4,23.2,81.0,8.5,2207,3685,5892,Too Dry
2012-03-19,Spring,2012,March,Tuesday,Working Day,Clear / Partly cloudy,22.3,26.6,72.9,10.9,982,5171,6153,Too Dry
2012-03-20,Spring,2012,March,Wednesday,Working Day,Clear / Partly cloudy,23.0,26.9,80.8,8.1,1051,5042,6093,Too Dry
2012-03-21,Summer,2012,March,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",21.8,25.7,82.1,6.0,1122,5108,6230,Too Dry
2012-03-22,Summer,2012,March,Friday,Working Day,Clear / Partly cloudy,22.7,26.6,83.1,7.9,1334,5537,6871,Too Dry
2012-03-23,Summer,2012,March,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",24.7,28.5,69.4,7.8,2469,5893,8362,Too Dry
2012-03-24,Summer,2012,March,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",20.6,24.3,88.5,12.9,1033,2339,3372,Too Dry
2012-03-25,Summer,2012,March,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.9,21.9,88.1,14.8,1532,3464,4996,Too Dry
2012-03-26,Summer,2012,March,Tuesday,Working Day,Clear / Partly cloudy,18.3,21.9,47.8,25.9,795,4763,5558,Normal
2012-03-27,Summer,2012,March,Wednesday,Working Day,Clear / Partly cloudy,13.3,15.8,29.0,12.5,531,4571,5102,Too Humid
2012-03-28,Summer,2012,March,Thursday,Working Day,Clear / Partly cloudy,19.9,23.5,48.1,19.5,674,5024,5698,Normal
2012-03-29,Summer,2012,March,Friday,Working Day,Clear / Partly cloudy,20.3,24.1,43.9,21.4,834,5299,6133,Too Humid
2012-03-30,Summer,2012,March,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.2,18.8,58.1,9.3,796,4663,5459,Normal
2012-03-31,Summer,2012,March,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.4,21.1,73.8,16.8,2301,3934,6235,Too Dry
2012-04-01,Summer,2012,April,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.5,20.9,67.6,11.5,2347,3694,6041,Too Dry
2012-04-02,Summer,2012,April,Tuesday,Working Day,Clear / Partly cloudy,17.8,21.4,50.4,20.9,1208,4728,5936,Normal
2012-04-03,Summer,2012,April,Wednesday,Working Day,Clear / Partly cloudy,19.1,23.1,39.7,6.7,1348,5424,6772,Too Humid
2012-04-04,Summer,2012,April,Thursday,Working Day,Clear / Partly cloudy,22.2,26.7,47.0,12.1,1058,5378,6436,Normal
2012-04-05,Summer,2012,April,Friday,Working Day,Clear / Partly cloudy,17.8,21.6,37.4,14.7,1192,5265,6457,Too Humid
2012-04-06,Summer,2012,April,Saturday,Working Day,Clear / Partly cloudy,16.5,19.5,37.7,20.1,1807,4653,6460,Too Humid
2012-04-07,Summer,2012,April,Sunday,Weekend / Holiday,Clear / Partly cloudy,17.9,21.3,25.4,18.4,3252,3605,6857,Too Humid
2012-04-08,Summer,2012,April,Monday,Weekend / Holiday,Clear / Partly cloudy,20.5,24.6,27.6,15.6,2230,2939,5169,Too Humid
2012-04-09,Summer,2012,April,Tuesday,Working Day,Clear / Partly cloudy,20.1,23.8,31.8,24.0,905,4680,5585,Too Humid
2012-04-10,Summer,2012,April,Wednesday,Working Day,Clear / Partly cloudy,18.3,21.8,43.5,16.7,819,5099,5918,Too Humid
2012-04-11,Summer,2012,April,Thursday,Working Day,Clear / Partly cloudy,14.3,16.9,47.0,19.8,482,4380,4862,Normal
2012-04-12,Summer,2012,April,Friday,Working Day,Clear / Partly cloudy,16.3,19.4,46.6,19.5,663,4746,5409,Normal
2012-04-13,Summer,2012,April,Saturday,Working Day,Clear / Partly cloudy,18.1,21.6,40.8,10.4,1252,5146,6398,Too Humid
2012-04-14,Summer,2012,April,Sunday,Weekend / Holiday,Clear / Partly cloudy,20.3,24.4,50.3,12.8,2795,4665,7460,Normal
2012-04-15,Summer,2012,April,Monday,Weekend / Holiday,Clear / Partly cloudy,24.9,28.7,50.8,15.1,2846,4286,7132,Normal
2012-04-16,Summer,2012,April,Tuesday,Weekend / Holiday,Clear / Partly cloudy,27.2,30.7,56.2,19.1,1198,5172,6370,Normal
2012-04-17,Summer,2012,April,Wednesday,Working Day,Clear / Partly cloudy,24.9,29.9,39.0,18.3,989,5702,6691,Too Humid
2012-04-18,Summer,2012,April,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",19.0,22.9,56.9,11.3,347,4020,4367,Normal
2012-04-19,Summer,2012,April,Friday,Working Day,Clear / Partly cloudy,20.4,24.7,61.3,4.4,846,5719,6565,Normal
2012-04-20,Summer,2012,April,Saturday,Working Day,Clear / Partly cloudy,21.6,25.8,69.5,10.0,1340,5950,7290,Too Dry
2012-04-21,Summer,2012,April,Sunday,Weekend / Holiday,Clear / Partly cloudy,23.4,27.1,68.3,19.0,2541,4083,6624,Too Dry
2012-04-22,Summer,2012,April,Monday,Weekend / Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",16.3,19.5,83.5,23.1,120,907,1027,Too Dry
2012-04-23,Summer,2012,April,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.2,15.1,76.7,20.3,195,3019,3214,Too Dry
2012-04-24,Summer,2012,April,Wednesday,Working Day,Clear / Partly cloudy,16.9,20.3,45.4,16.7,518,5115,5633,Normal
2012-04-25,Summer,2012,April,Thursday,Working Day,Clear / Partly cloudy,19.5,23.5,42.8,8.0,655,5541,6196,Too Humid
2012-04-26,Summer,2012,April,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",20.4,24.2,75.7,11.8,475,4551,5026,Too Dry
2012-04-27,Summer,2012,April,Saturday,Working Day,Clear / Partly cloudy,18.8,22.6,40.1,23.3,1014,5219,6233,Too Humid
2012-04-28,Summer,2012,April,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.4,18.9,49.0,8.7,1120,3100,4220,Normal
2012-04-29,Summer,2012,April,Monday,Weekend / Holiday,Clear / Partly cloudy,18.8,22.5,58.7,7.8,2229,4075,6304,Normal
2012-04-30,Summer,2012,April,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",19.0,22.9,57.0,11.5,665,4907,5572,Normal
2012-05-01,Summer,2012,May,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",25.1,28.9,66.0,10.5,653,5087,5740,Too Dry
2012-05-02,Summer,2012,May,Thursday,Working Day,Clear / Partly cloudy,23.1,26.9,79.7,9.2,667,5502,6169,Too Dry
2012-05-03,Summer,2012,May,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.0,26.9,76.8,9.0,764,5657,6421,Too Dry
2012-05-04,Summer,2012,May,Saturday,Working Day,Clear / Partly cloudy,25.7,29.5,73.5,10.9,1069,5227,6296,Too Dry
2012-05-05,Summer,2012,May,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",25.5,29.2,75.7,10.3,2496,4387,6883,Too Dry
2012-05-06,Summer,2012,May,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.1,27.3,74.0,10.0,2135,4224,6359,Too Dry
2012-05-07,Summer,2012,May,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",22.0,26.4,66.4,15.5,1008,5265,6273,Too Dry
2012-05-08,Summer,2012,May,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.8,27.9,68.6,19.8,738,4990,5728,Too Dry
2012-05-09,Summer,2012,May,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.6,27.7,74.4,14.5,620,4097,4717,Too Dry
2012-05-10,Summer,2012,May,Friday,Working Day,Clear / Partly cloudy,20.7,24.6,55.2,21.0,1026,5546,6572,Normal
2012-05-11,Summer,2012,May,Saturday,Working Day,Clear / Partly cloudy,21.9,26.0,36.0,15.9,1319,5711,7030,Too Humid
2012-05-12,Summer,2012,May,Sunday,Weekend / Holiday,Clear / Partly cloudy,23.1,27.2,48.0,8.2,2622,4807,7429,Normal
2012-05-13,Summer,2012,May,Monday,Weekend / Holiday,Clear / Partly cloudy,25.1,29.3,57.6,15.1,2172,3946,6118,Normal
2012-05-14,Summer,2012,May,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.5,27.5,79.0,14.3,342,2501,2843,Too Dry
2012-05-15,Summer,2012,May,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",25.1,28.8,79.5,9.9,625,4490,5115,Too Dry
2012-05-16,Summer,2012,May,Thursday,Working Day,Clear / Partly cloudy,26.1,29.8,69.8,8.2,991,6433,7424,Too Dry
2012-05-17,Summer,2012,May,Friday,Working Day,Clear / Partly cloudy,24.3,28.6,52.0,15.4,1242,6142,7384,Normal
2012-05-18,Summer,2012,May,Saturday,Working Day,Clear / Partly cloudy,23.1,27.6,52.3,9.2,1521,6118,7639,Normal
2012-05-19,Summer,2012,May,Sunday,Weekend / Holiday,Clear / Partly cloudy,24.6,28.3,45.6,5.6,3410,4884,8294,Normal
2012-05-20,Summer,2012,May,Monday,Weekend / Holiday,Clear / Partly cloudy,25.5,29.2,53.0,17.0,2704,4425,7129,Normal
2012-05-21,Summer,2012,May,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",24.5,28.3,81.1,15.6,630,3729,4359,Too Dry
2012-05-22,Summer,2012,May,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",25.2,29.0,76.6,7.9,819,5254,6073,Too Dry
2012-05-23,Summer,2012,May,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",25.5,29.2,77.5,6.8,766,4494,5260,Too Dry
2012-05-24,Summer,2012,May,Friday,Working Day,Clear / Partly cloudy,26.9,30.3,71.7,11.6,1059,5711,6770,Too Dry
2012-05-25,Summer,2012,May,Saturday,Working Day,Clear / Partly cloudy,27.9,31.4,74.7,9.4,1417,5317,6734,Too Dry
2012-05-26,Summer,2012,May,Sunday,Weekend / Holiday,Clear / Partly cloudy,28.4,32.1,73.2,13.3,2855,3681,6536,Too Dry
2012-05-27,Summer,2012,May,Monday,Weekend / Holiday,Clear / Partly cloudy,28.3,32.1,69.7,14.4,3283,3308,6591,Too Dry
2012-05-28,Summer,2012,May,Tuesday,Weekend / Holiday,Clear / Partly cloudy,29.2,34.0,67.6,13.2,2557,3486,6043,Too Dry
2012-05-29,Summer,2012,May,Wednesday,Working Day,Clear / Partly cloudy,29.6,33.6,68.5,19.8,880,4863,5743,Too Dry
2012-05-30,Summer,2012,May,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.9,30.6,67.0,9.0,745,6110,6855,Too Dry
2012-05-31,Summer,2012,May,Friday,Working Day,Clear / Partly cloudy,27.9,31.6,49.3,13.1,1100,6238,7338,Normal
2012-06-01,Summer,2012,June,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.8,30.4,75.5,15.9,533,3594,4127,Too Dry
2012-06-02,Summer,2012,June,Sunday,Weekend / Holiday,Clear / Partly cloudy,23.9,28.3,54.9,12.5,2795,5325,8120,Normal
2012-06-03,Summer,2012,June,Monday,Weekend / Holiday,Clear / Partly cloudy,24.7,28.8,49.3,12.3,2494,5147,7641,Normal
2012-06-04,Summer,2012,June,Tuesday,Working Day,Clear / Partly cloudy,24.5,28.9,48.7,19.1,1071,5927,6998,Normal
2012-06-05,Summer,2012,June,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",22.2,26.3,61.3,14.0,968,6033,7001,Normal
2012-06-06,Summer,2012,June,Thursday,Working Day,Clear / Partly cloudy,22.7,27.1,61.1,5.2,1027,6028,7055,Normal
2012-06-07,Summer,2012,June,Friday,Working Day,Clear / Partly cloudy,24.7,28.5,56.7,10.5,1038,6456,7494,Normal
2012-06-08,Summer,2012,June,Saturday,Working Day,Clear / Partly cloudy,26.6,29.9,46.8,11.8,1488,6248,7736,Normal
2012-06-09,Summer,2012,June,Sunday,Weekend / Holiday,Clear / Partly cloudy,29.1,32.4,43.7,9.7,2708,4790,7498,Too Humid
2012-06-10,Summer,2012,June,Monday,Weekend / Holiday,Clear / Partly cloudy,29.8,33.2,53.8,9.0,2224,4374,6598,Normal
2012-06-11,Summer,2012,June,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.6,33.0,58.8,13.9,1017,5647,6664,Normal
2012-06-12,Summer,2012,June,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.8,29.9,83.3,14.4,477,4495,4972,Too Dry
2012-06-13,Summer,2012,June,Thursday,Working Day,Clear / Partly cloudy,26.9,30.6,58.2,23.0,1173,6248,7421,Normal
2012-06-14,Summer,2012,June,Friday,Working Day,Clear / Partly cloudy,26.6,31.2,57.0,17.0,1180,6183,7363,Normal
2012-06-15,Summer,2012,June,Saturday,Working Day,Clear / Partly cloudy,26.2,30.0,59.0,11.8,1563,6102,7665,Normal
2012-06-16,Summer,2012,June,Sunday,Weekend / Holiday,Clear / Partly cloudy,25.9,29.7,50.4,11.2,2963,4739,7702,Normal
2012-06-17,Summer,2012,June,Monday,Weekend / Holiday,Clear / Partly cloudy,24.3,28.6,59.9,9.7,2634,4344,6978,Normal
